stock_id,date,close
2413,20260722,41.5
2414,20260722,57.3
2415,20260722,35.0
2417,20260722,40.9
2419,20260722,25.8
2420,20260722,58.0
2421,20260722,132.0
2423,20260722,74.8
2424,20260722,8.55
2425,20260722,45.15
2426,20260722,58.8
2427,20260722,23.9
2428,20260722,257.0
2429,20260722,40.9
2430,20260722,17.8
2431,20260722,10.7
2432,20260722,28.5
2433,20260722,41.8
2434,20260722,71.8
2436,20260722,61.3
2438,20260722,18.3
2439,20260722,84.4
2440,20260722,16.1
2441,20260722,127.5
2442,20260722,19.4
2444,20260722,11.35
2449,20260722,295.0
2450,20260722,28.7
2451,20260722,241.5
2453,20260722,52.3
2454,20260722,3850.0
2455,20260722,324.5
2457,20260722,24.75
2458,20260722,174.5
2459,20260722,65.1
2460,20260722,32.05
2461,20260722,16.05
2462,20260722,21.1
2464,20260722,151.0
2465,20260722,82.5
2466,20260722,115.5
2467,20260722,546.0
2468,20260722,35.6
2471,20260722,48.45
2472,20260722,282.5
2474,20260722,193.0
2476,20260722,121.0
2477,20260722,21.15
2478,20260722,150.0
2480,20260722,159.0
2481,20260722,157.5
2482,20260722,18.5
2483,20260722,41.05
2484,20260722,72.1
2485,20260722,42.3
2486,20260722,232.5
2488,20260722,49.4
2489,20260722,31.6
2491,20260722,30.8
2492,20260722,300.0
2493,20260722,262.0
2495,20260722,39.35
2496,20260722,60.4
2497,20260722,54.4
2498,20260722,41.85
2501,20260722,22.3
2504,20260722,31.2
2505,20260722,17.7
2506,20260722,8.69
2509,20260722,13.25
2511,20260722,8.47
2514,20260722,12.7
2515,20260722,12.2
2516,20260722,13.9
2520,20260722,35.7
2524,20260722,36.6
2527,20260722,49.05
2528,20260722,22.5
2530,20260722,19.3
2534,20260722,17.15
2535,20260722,88.3
2536,20260722,18.9
2537,20260722,11.1
2538,20260722,9.87
2539,20260722,40.0
2540,20260722,53.7
2542,20260722,44.8
2543,20260722,39.0
2545,20260722,33.8
2546,20260722,96.0
2547,20260722,10.15
2548,20260722,99.4
2597,20260722,158.0
2601,20260722,6.75
2603,20260722,206.0
2605,20260722,31.45
2606,20260722,64.1
2607,20260722,47.3
2608,20260722,29.1
2609,20260722,51.4
2610,20260722,21.35
2611,20260722,14.3
2612,20260722,52.9
2613,20260722,21.15
2614,20260722,18.25
2615,20260722,85.1
2616,20260722,13.6
2617,20260722,29.25
2618,20260722,42.1
2630,20260722,53.2
2633,20260722,25.95
2634,20260722,64.4
2636,20260722,65.8
2637,20260722,83.6
2642,20260722,20.6
2645,20260722,195.0
2646,20260722,21.4
2701,20260722,10.85
2702,20260722,12.85
2704,20260722,46.2
2705,20260722,16.25
2706,20260722,12.8
2707,20260722,179.0
2712,20260722,14.6
2722,20260722,22.1
2723,20260722,63.0
2727,20260722,221.5
2731,20260722,145.0
2739,20260722,35.1
2748,20260722,39.85
2753,20260722,176.5
2762,20260722,85.2
2801,20260722,24.65
2812,20260722,20.45
2816,20260722,33.65
2820,20260722,16.55
2832,20260722,56.3
2834,20260722,18.1
2836,20260722,12.8
2836A,20260722,24.0
2838,20260722,20.25
2838A,20260722,52.0
2845,20260722,13.35
2849,20260722,14.55
2850,20260722,147.0
2851,20260722,35.7
2852,20260722,26.6
2855,20260722,44.5
2867,20260722,9.28
2880,20260722,41.25
2881,20260722,127.0
2881A,20260722,61.8
2881B,20260722,60.7
2881C,20260722,51.1
2882,20260722,96.8
2882A,20260722,60.2
2882B,20260722,58.7
2883,20260722,30.45
2883B,20260722,8.01
2884,20260722,36.05
2885,20260722,63.1
2886,20260722,48.2
2887,20260722,34.6
2887E,20260722,48.65
2887F,20260722,45.85
2887G,20260722,42.65
2887H,20260722,40.75
2887I,20260722,9.48
2887Z1,20260722,18.55
2889,20260722,15.7
2890,20260722,40.4
2891,20260722,64.0
2891B,20260722,62.8
2891C,20260722,62.0
2892,20260722,34.4
2897,20260722,10.5
2897B,20260722,11.95
2901,20260722,24.5
2903,20260722,22.1
2904,20260722,13.6
2905,20260722,15.9
2906,20260722,13.25
2908,20260722,21.5
2910,20260722,25.75
2911,20260722,7.04
2912,20260722,239.5
2913,20260722,11.4
2915,20260722,51.5
2923,20260722,32.3
2929,20260722,6.0
2939,20260722,19.0
2945,20260722,41.5
3002,20260722,18.35
3003,20260722,61.1
3004,20260722,138.0
3005,20260722,114.5
3006,20260722,217.5
3008,20260722,4000.0
3010,20260722,119.0
3011,20260722,12.15
3013,20260722,89.7
3014,20260722,133.0
3015,20260722,57.1
3016,20260722,105.0
3017,20260722,2265.0
3018,20260722,11.9
3019,20260722,139.0
3021,20260722,23.5
